SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0005470,Great Northern Highway Lot 10 / Parns,Great Northern Highway Bullsbrook South Lot 10 / Parns,Mine,Openpit,Operating,J02059,Muchea - Upper Swan / Austral Bricks,116.044601000000000,-31.712999000000000,409475,6490978,50,Cyfi,Construction material,CLAYS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,South West Terrane,20230306
S0005477,Winchester,Winchester,Mine,Openpit,Operating,J02060,Winchester,115.910895999999994,-29.713560000000001,394654,6712457,50,Agg Dst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2038,CARNAMAH,SH50-06,PERENJORI,"CARNAMAH, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20230306
S0005478,Old Bunbury Rd/Australbricks,Old Bunbury Rd / Australbricks,Mine,Openpit,Operating,J02061,Coolup / Austral Bricks,115.768137999999993,-32.774622999999998,384629,6373026,50,Sd Clay,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"MURRAY, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0005479,Adelaide Rd,Adelaide Road,Mine,Openpit,Operating,J02062,Carcoola,115.963097000000005,-32.607669999999999,402708,6391730,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"MURRAY, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,South West Terrane,20230306
S0005480,Lakes Rd Nambeelup,Lakes Road Nambeelup,Mine,Openpit,Operating,J02062,Carcoola,115.832603000000006,-32.518749000000000,390355,6401462,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"MURRAY, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0005498,Whitby/WA Bluemetal,Whitby / WA Bluemetal,Mine,Openpit,Operating,J02075,Byford / WA Bluemetal,116.030269000000004,-32.286977999999998,408688,6427341,50,Agg Gvl Aggc,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2133,JARRAHDALE,SI50-02,PINJARRA,"SERPENTINE-JARRAHDALE, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20230306
S0005499,Toodyay Rd Lot 5 Sand / Avon,Toodyay Rd Lot 5 Toodyay Sand / Avon Earthworks,Mine,Openpit,Operating,J02077,Avon Earthworks Sand and Gravel,116.428404000000000,-31.603155000000001,445778,6503408,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"TOODYAY, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20230306
S0005501,Chitty Rd Lot 11 / Brikmakers,Chitty Rd Lot 11 Hoddy's Well / Brikmakers,Mine,Openpit,Operating,J03395,Bullsbrook - Toodyay / BGC,116.456889000000004,-31.660437000000002,448511,6497073,50,Cyfi Kln,Construction material,CLAYS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"TOODYAY, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20230306
S0005514,Old Coast Rd Lot 2711/WA Lmst,Old Coast Rd Lot 2711 Herron / WA Limestone,Mine,Openpit,Operating,J02085,Lake Clifton / WA Limestone,115.672691000000000,-32.765382000000002,375677,6373943,50,Lst Lsd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"MANDURAH, CITY OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0005516,Mandurah Rd Lot 9003/Italia,Mandurah Rd Lot 9003 Lakelands / Italia,Mine,Openpit,Operating,J02087,Mandurah / Italia,115.768861000000001,-32.459102000000001,384291,6408007,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"MANDURAH, CITY OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0005519,Jenkins Rd Lot 9 / Congiu,Jenkins Rd Bullsbrook Lot 9 / Congiu,Mine,Openpit,Operating,J02090,Bullsbrook / Congiu,116.045897999999994,-31.614120000000000,409502,6501939,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,Yilgarn Craton granites,20230306
S0005523,Refractory Rd Loc 16016 and 21189 / Hanson,Refractory Rd Clackline Location 16016 and 21189 / Hanson,Mine,Openpit,Operating,J02092,Clackline Sand / Hanson,116.502133000000001,-31.700056000000000,452821,6492702,50,Sd Sisd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2234,NORTHAM,SH50-14,PERTH,"NORTHAM, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,South West Terrane,20230306
S0005532,Lilydale Rd/City of Swan,Lilydale Rd / City of Swan,Mine,Openpit,Operating,J02099,Gidgegannup / City of Swan,116.235298000000000,-31.800871000000001,427613,6481381,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,Yilgarn Craton granites,20230306
S0005537,Dawesville/WA Lmst,Dawesville / WA Limestone,Mine,Openpit,Operating,J02104,Dawesville / WA Limestone,115.646202000000002,-32.657119999999999,373042,6385914,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"MANDURAH, CITY OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0005545,Tims Thicket,Tims Thicket Rd / City,Mine,Openpit,Operating,J02109,Mandurah / City of Mandurah,115.621902000000006,-32.651192000000002,370754,6386542,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"MANDURAH, CITY OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0005546,Zone 19,Plutonic Zone 19 and Zone 550 - Baltic,Mine,Decline,Operating,J00417,Plutonic Gold,119.442595999999995,-25.293248999999999,745941,7200340,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2747,THREE RIVERS,SG50-08,PEAK HILL,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Eastern Goldfields Superterrane,20230306
S0005548,S Estuary Rd,Southern Estuary Rd / McKay,Mine,Openpit,Operating,J02111,Lake Clifton / McKay,115.677597000000006,-32.775149999999996,376149,6372865,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"MANDURAH, CITY OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0005550,Toodyay Rd /Poggiolo,Toodyay Rd Gidgegannup / Poggiolo,Mine,Openpit,Operating,J02113,Gidgegannup / Poggiolo,116.239549999999994,-31.771834999999999,427993,6484603,50,Agg,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"SWAN, CITY OF",METRO,70,SOUTH WEST M.F.,South West Terrane,20230306
S0005595,Langey Crossing South/Connolly,Langey Crossing South / Connolly,Mine,Openpit,Operating,J02120,Langey Crossing South / Connolly,123.567902000000004,-17.690249999999999,560224,8043993,51,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3662,YEEDA,SE51-07,DERBY,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20230306
S0005606,Wellard-Woolcoot Rd,Wellard - Woolcoot Rd,Mine,Openpit,Operating,J02122,Wellard - Woolcoot Road,115.866996999999998,-32.261279999999999,393283,6430039,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0005609,Abercrombie Rd Lot 2 and 115 / WA Lmst,Abercrombie Rd Postans Lot 2 and 115 / WA Limestone,Mine,Openpit,Operating,J01602,Postans - Abercrombie Rd / WA Limestone,115.809194000000005,-32.213369999999998,387779,6435291,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0005627,Panther,Panther,Mine,Openpit,Operating,J04253,Jaurdi - Cammi's Creek,120.884697000000003,-30.687090000000001,297382,6603166,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3036,DUNNSVILLE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Eastern Goldfields Superterrane,20230306
S0005631,Hale-Bopp,Hale-Bopp,Mine,Openpit,Operating,J02145,Ravensthorpe - First Quantum,120.400034000000005,-33.666733000000001,258933,6271762,51,Ni Co FeOre Al Mg Ca Carb Cu Zn,Steel alloy metal,NICKEL,Hale-Bopp,Y,"Ni, Co, FeOre, Al, Mg, Ca, Carb, Cu, Zn",Y,,Operating Mine,Public,2930,RAVENSTHORPE,SI51-05,RAVENSTHORPE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,Youanmi Terrane,20230306
S0005670,Logans Sand,Logans Sand / Cybora,Mine,Openpit,Operating,J02137,Logans Sand and Gold / Cybora,121.425529999999995,-31.378830000000001,350280,6527342,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3135,YILMIA,SH51-13,BOORABBIN,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20230306
S0005694,Myara S,Huntly - Myara South,Mine,Openpit,Operating,J00779,Wagerup-Pinjarra / Alcoa,116.059470000000005,-32.498088000000003,411644,6403963,50,Bx,Alumina,BAUXITE - ALUMINA,Myara - Huntly,N,,Y,,Operating Mine,Public,2133,JARRAHDALE,SI50-02,PINJARRA,"MURRAY, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20230306
S0005724,Ewington 2,Ewington 2,Mine,Openpit,Operating,J01096,Collie / Lanco,116.259842000000006,-33.354604000000002,431135,6309156,50,Coal,Energy,COAL,,N,,Y,,Operating Mine,Public,2131,COLLIE,SI50-06,COLLIE,"COLLIE, SHIRE OF","SOUTH WEST, Development Region",12,COLLIE RIVER M.F.,Collie Sub-basin,20230306
S0005786,White Foil,White Foil,Mine,Openpit,Operating,J04814,Mungari / Evolution,121.250602999999998,-30.773726000000000,332586,6594167,51,Au Ag,Precious metal,GOLD,White Foil,N,,Y,,Operating Mine,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20230306
S0005806,Coolimba Limesand/Yarra Sand,Coolimba Limesand / Yarra Sand,Mine,Openpit,Operating,J02170,Coolimba Limesand,114.984889999999993,-29.826120000000000,305289,6698778,50,Lsd Lst-Lsd Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1838,BEAGLE ISLANDS,SH50-05,DONGARA,"CARNAMAH, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Beagle Ridge,20230306
S0005816,Flynn Drive/Carramar,Flynn Drive Neerabup / Carramar Sand,Mine,Openpit,Operating,J02171,Flynn Drive Neerabup / Carramar Sand,115.802802999999997,-31.683700999999999,386528,6494000,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0005831,Christmas Island Phosphate,Christmas Island Phosphate,Mine,Openpit,Operating,J02179,Christmas Island Phosphate,105.651578000000001,-10.498472000000000,571300,8839400,48,Phos,Industrial mineral,PHOSPHATE,,N,,,,,Public,,,,,"CHRISTMAS ISLAND, SHIRE OF",,,,,20230306
S0005841,Centenary,Centenary - Oval,Mine,Decline,Operating,J00082,Darlot,121.285769000000002,-27.886146000000000,331261,6914229,51,Au Ag,Precious metal,GOLD,Centenary,N,,Y,,Operating Mine,Public,3142,DARLOT,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",37,MT. MALCOLM,Eastern Goldfields Superterrane,20230306
S0005842,New Holland S UG,New Holland South Underground,Mine,Decline,Operating,J00098,Agnew - Emu,120.497377999999998,-27.985018000000000,253858,6901934,51,Au Ag,Precious metal,GOLD,Lawlers,N,,Y,,Operating Mine,Public,2942,DEPOT SPRINGS,SG51-13,SIR SAMUEL,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",36,LAWLERS,Yilgarn Craton,20230306
S0005907,Granny Venn,Granny Venn,Mine,Openpit,Operating,J02197,East Menzies Gold,121.091797000000000,-29.664061000000000,315324,6716916,51,Au Ag,Precious metal,GOLD,Granny Venn,N,,Y,,Operating Mine,Public,3138,MENZIES,SH51-05,MENZIES,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",29,MENZIES,Eastern Goldfields Superterrane,20230306
S0005909,Bulletin U/G,Bulletin Underground,Mine,Decline,Operating,J02624,Matilda,120.246696000000000,-26.611450000000001,225834,7053646,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,2944,WILUNA,SG51-09,WILUNA,"WILUNA, SHIRE OF","MID-WEST, Development Region",53,WILUNA,Eastern Goldfields Superterrane,20230306
S0006416,Federal,Federal,Mine,Openpit,Operating,J00292,Paddington - Mt Pleasant,121.413300000000007,-30.412621000000001,347593,6634423,51,Au Ag,Precious metal,GOLD,Federal,N,,Y,,Operating Mine,Public,3137,BARDOC,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",24,BROAD ARROW M.F.,Yilgarn Craton granites,20230306
S0006420,HD1 Flat Top,Hope Downs 1 Flat Top,Mine,Openpit,Operating,J00685,Hope Downs Joint Venture,119.117964000000001,-22.959205999999998,717152,7459430,50,Fe,Iron,IRON ORE,Hope Downs 1,N,,Y,,Operating Mine,Public,2752,WEELI WOLLI,SF50-12,ROY HILL,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Hamersley Basin,20230306
S0006424,Coyle Rd Lot 1304,Byford - Coyle Road Lot 1304,Mine,Openpit,Operating,J02219,Byford - Coyle Rd / NLG Sands,115.892482999999999,-32.255329000000003,395677,6430724,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"SERPENTINE-JARRAHDALE, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0006427,Exmouth Lst/Alcoa,Exmouth Limestone / Alcoa,Mine,Openpit,Operating,J02221,Exmouth Limestone / Alcoa,114.093789000000001,-21.993691999999999,199912,7565019,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1754,EXMOUTH,SF50-05,ONSLOW,"EXMOUTH, SHIRE OF","GASCOYNE, Development Region",8,ASHBURTON M.F.,Exmouth Sub-basin,20230306
S0006435,Arctic Zone,Arctic Zone,Mine,Openpit,Operating,J00358,Kundana - White Flag,121.220298999999997,-30.693701000000001,329545,6602991,51,Au,Precious metal,GOLD,,N,,,,,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Eastern Goldfields Superterrane,20230306
S0006447,Cawse Sand-Gravel North 1,Cawse Sand-Gravel North 1,Mine,Openpit,Operating,J01891,Cawse / Scorpion,121.221763999999993,-30.397473999999999,329167,6635828,51,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3137,BARDOC,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",24,BROAD ARROW M.F.,Yilgarn Craton granites,20230306
S0006471,Wesco Rd (Sublease 2&3)/Italia,Wesco Rd - Nowergup (Subleases 2 & 3) / Italia,Mine,Openpit,Operating,J02240,Wesco Rd - Nowergup / Italia - Roadstone,115.766209000000003,-31.643998000000000,383010,6498362,50,Dst Lst Agg,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"WANNEROO, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0006485,Windarra Calcrete,Windarra Calcrete (PACW),Mine,Openpit,Operating,J02291,Mt Zephyr Calcrete,122.120114999999998,-28.486072000000000,413877,6848636,51,Cali CaO Lst,Industrial mineral,LIMESTONE - LIMESAND,Windarra,Y,"Cali, CaO, Lst",Y,,Operating Mine,Public,3341,MOUNT VARDEN,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Yilgarn Craton granites,20230306
S0006486,Porphyry,Porphyry - Ora Banda,Mine,Openpit,Operating,J00292,Paddington - Mt Pleasant,121.023300000000006,-30.492550000000001,310282,6624973,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3137,BARDOC,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Eastern Goldfields Superterrane,20230306
S0006491,Quarry Rd Lot 202 Minigin,Quarry Rd Lot 202 Minigin,Mine,Openpit,Operating,J02245,Quarry Rd Narrogin,117.109538000000001,-32.939852000000002,510239,6355375,50,Agg Dlt,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2332,NARROGIN,SI50-03,CORRIGIN,"NARROGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Widgiemooltha Large Igneous Province,20230306
S0006504,Rosemont,Rosemont,Mine,Openpit,Operating,J00009,Duketon / Regis Resources,122.274529999999999,-27.838985000000001,428563,6920423,51,Au Ag,Precious metal,GOLD,Rosemont,N,,Y,,Operating Mine,Public,3342,DUKETON,SG51-14,DUKETON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Eastern Goldfields Superterrane,20230306
S0006538,Mandogalup Rd Lot 501 and 615 / WA Lst,Mandogalup Road Lot 501 and 615 Mandogalup / WA Limestone,Mine,Openpit,Operating,J02264,Mandogalup Road / WA Limestone,115.836831000000004,-32.182575000000000,390347,6438734,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0006551,Postans Rd Lot 569-572 / Stoneridge,Postans Rd Lot 569-572 / Stoneridge,Mine,Openpit,Operating,J02266,Postans / Stoneridge,115.807177999999993,-32.181950999999998,387551,6438773,50,Lst Lsd Agg Sd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0006553,Klondyke,Klondyke,Mine,Openpit,Operating,J02267,Warrawoona Gold / Calidus,119.892302999999998,-21.338110000000000,800006,7637675,50,Au Ag,Precious metal,GOLD,Klondyke,N,,Y,,Operating Mine,Public,2855,MARBLE BAR,SF50-08,MARBLE BAR,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Warrawoona  Large Igneous Province,20230306
S0006557,Karafil,Karafil,Mine,Openpit,Operating,J00776,Worsley,116.424417000000005,-32.910145000000000,446177,6358527,50,Bx,Alumina,BAUXITE - ALUMINA,,N,,Y,,Operating Mine,Public,2132,DWELLINGUP,SI50-02,PINJARRA,"BODDINGTON, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,South West Terrane,20230306
S0006568,Jakarta,Jakarta,Mine,Openpit,Operating,J00292,Paddington - Mt Pleasant,121.401911999999996,-30.424849999999999,346519,6633052,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3137,BARDOC,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",24,BROAD ARROW M.F.,Yilgarn Craton granites,20230306
S0006569,Anchor-Zeta,Anchor - Zeta,Mine,Openpit,Under Development,J00009,Duketon / Regis Resources,122.347530000000006,-27.672218000000001,435653,6938936,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3342,DUKETON,SG51-14,DUKETON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Burtville Terrane,20230306
S0006570,Fort William,Fort William,Mine,Openpit,Operating,J00019,Binduli,121.384101999999999,-30.788719000000000,345388,6592697,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3136,KALGOORLIE,SH51-09,KALGOORLIE,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20230306
S0006595,Rowley Road Lot 10 Mandogalup,Rowley Road Lot 10 Mandogalup,Mine,Openpit,Operating,J05430,Frankland Park Sand,115.839544000000004,-32.185268000000001,390606,6438438,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"KWINANA, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20230306
S0006621,Sunrise Dam Underground,Sunrise Dam Underground,Mine,Decline,Operating,J01703,Sunrise Dam,122.419353000000001,-29.079405000000001,443488,6783078,51,Au Ag As,Precious metal,GOLD,Sunrise Dam,N,,Y,,Operating Mine,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20230306
S0006640,MMN 1,Mt Marion North Pit 1 (N01),Mine,Openpit,Operating,J02285,Mt Marion Lithium,121.461471000000003,-31.073596999999999,353227,6561224,51,Li Ta Mica Spd Li2O,Speciality metal,TIN - TANTALUM - LITHIUM,Mt Marion North Pit 1 (N01),Y,"Li, Ta, Mica, Spd, Li2O",Y,,Operating Mine,Public,3135,YILMIA,SH51-13,BOORABBIN,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20230306
S0006651,Zone 124,Plutonic Zone 124,Mine,Decline,Operating,J00417,Plutonic Gold,119.442299000000006,-25.301960000000001,745893,7199375,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2747,THREE RIVERS,SG50-08,PEAK HILL,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Yilgarn Craton granites,20230306
S0006652,Plutonic NW,Plutonic Northwest,Mine,Decline,Operating,J00417,Plutonic Gold,119.438004000000006,-25.314529000000000,745435,7197990,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2747,THREE RIVERS,SG50-08,PEAK HILL,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,Eastern Goldfields Superterrane,20230306
S0006664,Fitzroy River Sand/Carthy,Fitzroy River Sand / Carthy,Mine,Openpit,Operating,J02295,Fitzroy River - Willare / Carthy,123.643203999999997,-17.723699000000000,568198,8040266,51,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3662,YEEDA,SE51-07,DERBY,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20230306
S0006668,The Mount,The Mount,Mine,Decline,Operating,J01339,The Mount,121.569469999999995,-31.528303999999999,364185,6510960,51,Au Ag,Precious metal,GOLD,The Mount,N,,Y,,Operating Mine,Public,3234,COWAN,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20230306
S0006685,Shoemaker-Levy,Shoemaker - Levy,Mine,Openpit,Operating,J02145,Ravensthorpe - First Quantum,120.325451999999999,-33.576416000000002,251757,6281603,51,Ni Co FeOre Al Mg Ca Carb Cu Zn,Steel alloy metal,NICKEL,Shoemaker - Levy,Y,"Ni, Co, FeOre, Al, Mg, Ca, Carb, Cu, Zn",Y,,Operating Mine,Public,2930,RAVENSTHORPE,SI51-05,RAVENSTHORPE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,Youanmi Terrane,20230306
